source,title,content_summary,section,url,date
Expansion,mujer ganar 7.7 dólares 10 recibir hombre mundo,"mujer mundo acceder solo 64% protección legal amparar hombre , informar Banco Mundial .",Economia,https://expansion.mx/economia/2024/03/04/mujeres-ganan-menos-que-hombres,04/03/2024
Expansion,"Consumo privado avanzar 0.2% diciembre , desacelerar paso","acuerdo analista , incremento ser más estimado Indicador Oportuno Consumo Privado .",Economia,https://expansion.mx/economia/2024/03/04/consumo-privado-avanza-0-2-en-diciembre-desacelera-paso,04/03/2024
Expansion,gasolina Premium sumar cuatro mes subsidio,"noviembre , combustible no haber gozar estímulo fiscal , diferencia Magna diésel .",Economia,https://expansion.mx/economia/2024/03/04/gasolina-premium-suma-cuatro-meses-sin-subsidio,04/03/2024
Expansion,OPEP acordar extender recorte producción final junio,"medida , nación productor pretender elevar precio materia primo .",Economia,https://expansion.mx/economia/2024/03/03/opep-acuerda-recorte-produccion-finales-junio,03/03/2024
Expansion,reunión OMC cerrar acuerdo pesca agricultura,"directora general organismo , Ngozi Okonjo-Iweala , destacar reunión tener lugar "" trasfondo internacional marcado mayor incertidumbre tiempo recordar "" .",Economia,https://expansion.mx/economia/2024/03/02/reunion-de-omc-cierra-sin-acuerdos-en-pesca-y-agricultura,02/03/2024
Expansion,Monte Piedad lograr acuerdo sindicato,contrato colectivo trabajo ser someter votación trabajador .,Economia,https://expansion.mx/economia/2024/03/01/monte-de-piedad-logra-acuerdo-con-sindicato,02/03/2024
Expansion,"no solo BBVA , NU México presentar falla hoy hacer transferencia",usuario reportar problema momento querer realizar transferencia .,Economia,https://expansion.mx/economia/2024/03/01/nu-mexico-presenta-fallas-hoy,01/03/2024
Expansion,ingreso petrolero tributario quedar debajo meta enero,reporte Hacienda observar crecimiento 28.6% gasto programable .,Economia,https://expansion.mx/economia/2024/03/01/ingresos-tributarios-petroleros-no-logran-meta-hacienda,01/03/2024
Expansion,Hacienda reducir subsidio diésel,"cuota impuesto IEPS ser 6.08 pesos litro ; diésel , monto mayor semana terminar viernes , 5.79 pesos litro .",Economia,https://expansion.mx/economia/2024/03/01/hacienda-reduce-subsidio-al-diesel-precio-gasolina,01/03/2024
Expansion,analista privado reducir expectativa inflación,"2024 , analista consultado Banco México ( Banxico ) esperar inflación cerrar año tasa 4.10% , 4.17% previo .",Economia,https://expansion.mx/economia/2024/03/01/analistas-privados-reducen-expectativa-de-inflacion,01/03/2024
Expansion,BBVA reportar falla sistema,banco informar usuario sistema presentar falla especificar sólo ser app también   sucursal .,Economia,https://expansion.mx/economia/2024/03/01/bbva-falla-app,01/03/2024
Expansion,remesa desaceleran enero llegar 4.574.6 mdd,"primero mes año , remesa llegar México caer 16.8% comparación mes previo .",Economia,https://expansion.mx/economia/2024/03/01/remesas-se-desaceleran-enero-2024,01/03/2024
Expansion,Finamex buscar capitalizar nearshoring,"principal casa bolsa México pretender aprovechar tendencia , tiempo atraer pequeño inversionista .",Economia,https://expansion.mx/economia/2024/03/01/finamex-aprovechar-nearshoring-mexico,01/03/2024
Expansion,México arrancar año 52 anuncio inversión casi 26.000 mdd,62% anuncio inversión corresponder industria sector manufacturero .,Economia,https://expansion.mx/economia/2024/02/29/mexico-arranca-el-ano-con-52-anuncios-de-inversion-por-casi-26-000-mdd,01/03/2024
Expansion,trabajador Monte Piedad votar continuidad huelga,"caso no llegar acuerdo administración sindicato Monte Piedad semana , trabajador decidir continuar levantar huelga .",Economia,https://expansion.mx/economia/2024/02/29/trabajadores-monte-piedad-votaran-huelga,29/02/2024
Expansion,"17 año , participación económico mujer México haber pasar 43 46%",IMCO apuntar país participación mujer economía tener retraso importante respecto promedio OCDE .,Economia,https://expansion.mx/economia/2024/02/29/participacion-economica-mujer-mexico-aumento-3-en-17-anos,29/02/2024
Expansion,pensionar 72.623 mexicano tasa reemplazo 72% : consar,"enero 2021 diciembre pasado , 63.360 persona haber lograr pensionar él gracias reducción semana cotizado .",Economia,https://expansion.mx/economia/2024/02/29/mas-72-623-mexicanos-pensionan-72-ultimo-salario-consar,29/02/2024
Expansion,no mérito propio : Millennials ser generación más rico historia,"ahora , importante ser gastar invertir grande fortuna heredar país Estados Unidos . cambio generacional riqueza redefinier rumbo negocio .",Economia,https://expansion.mx/economia/2024/02/29/illennials-seran-generacion-mas-rica-historia,29/02/2024
Expansion,digitalización poner competir fintech banco : Hacienda,"Roberto Lazzeri , Jefe Oficina Secretario Hacienda , señalar llegada empresa tecnología financiero ayuda competencia favor usuario .",Economia,https://expansion.mx/economia/2024/02/29/digitalizacion-pone-a-competir-a-fintech-y-bancos-hacienda,29/02/2024
Expansion,industria farmacéutico mexicano poder prosperar más nearshoring,"haber mano obra calificado , costo competitivo infraestructura propiciar nearshoring industria farmacéutico dispositivo médico .",Economia,https://expansion.mx/economia/2024/02/29/industria-farmaceutica-prosperar-nearshoring,29/02/2024
Expansion,"Banco México perfilar "" ajuste fino "" recorte tasa","subgobernador Jonathan Heath decir ser "" error "" bajar tasa prematuramente haber ganar batalla inflación ; embargo , decir poder haber ajuste .",Economia,https://expansion.mx/economia/2024/02/29/seria-un-error-bajar-tasa-de-interes-jonathan-heath,29/02/2024
Expansion,Inflación EU aumentar enero línea previsto,"índice precio gasto consumo personal ( PCE ) subir 0.3% mes pasado , informar jueves Oficina Análisis Económico Departamento Comercio .",Economia,https://expansion.mx/economia/2024/02/29/inflacion-estados-unidos-enero-2024,29/02/2024
Expansion,"7 cada 10 persona invertir después "" haber ahorrar ""","Carlos Marmolejo , director general Sofipo Finsus , decir GameIf buscar educar manera didáctico usuario incentivar ahorro inversión .",Economia,https://expansion.mx/economia/2024/02/29/finsus-fomentar-ahorro-gameif,29/02/2024
Expansion,deuda mexicano ir pago pensión,"2024 aprobar techo deuda 1.9 bdp , prever gasto pensión 1500 bdp , 465.000 mdp programa pensión adulto mayor .",Economia,https://expansion.mx/economia/2024/02/29/la-deuda-mexicana-se-va-en-pago-de-pensiones,29/02/2024
Expansion,Impuestos quedar debajo esperado 4 5 año gobierno,México Evalúa advertir bajo generación recurso público renta petrolero . ingreso total quedar debajo meta 2020 2023 .,Economia,https://expansion.mx/economia/2024/02/28/recaudacion-impuestos-gobierno-amlo-debajo-meta,28/02/2024
Expansion,porcentaje pobreza laboral anotar segundo menor tasa 2008,"acuerdo Coneval , último trimestre 2023 , entidad menor porcentaje pobreza laboral ser Baja California Sur , Baja California Jalisco .",Economia,https://expansion.mx/economia/2024/02/28/pobreza-laboral-baja-2023-pero-mujeres-son-mas-vulnerables,28/02/2024
Expansion,Banxico reducir pronóstico economía mexicano 2.8%,Banco México ( Banxico ) pronosticar PIB México crecer menos esperado 2024 mantener pronóstico 2025 .,Economia,https://expansion.mx/economia/2024/02/28/banxico-pronostico-crecimiento-economia-mexicana,28/02/2024
Expansion,banquero preparar Convención Acapulco pese recuperación desigual,87 Convención Bancaria celebrar Acapulco contar presencia presidente López Obrador tres aspirante presidencia .,Economia,https://expansion.mx/economia/2024/02/28/amlo-candidatos-a-presidencia-en-convencion-bancaria-2024,28/02/2024
Expansion,Crecimiento económico EU cuarto trimestre revisar bajo,"Producto Interno Bruto aumentar tasa anualizado 3.2% , revisado ligeramente baja ritmo 3.3% .",Economia,https://expansion.mx/economia/2024/02/28/crecimiento-economico-eu-cuarto-trimestre-se-revisa-a-la-baja,28/02/2024
Expansion,Hacienda congela contratación gobierno federal,disposición aplicar 2 marzo 30 septiembre año ; dinero disponer plaza vacante deber ser devolver ramo Provisiones Salariales Económicas .,Economia,https://expansion.mx/economia/2024/02/28/hacienda-congela-contrataciones-gobierno-federal,28/02/2024
Expansion,Hacienda prever deuda llegar 48.8%   PIB     año,subsecretario Hacienda señalar país no requerir reforma tributario poder solventar desequilibrio fiscal .,Economia,https://expansion.mx/economia/2024/02/28/hacienda-preve-que-deuda-llegue-a-48-8-del-pib-este-ano,28/02/2024
Expansion,indrive lanza división financiero tarjeta crédito préstamo personal,"alianza firma Galileo , Mastercard , , plataforma movilidad ofrecer crédito hasta 15.000 pesos .",Economia,https://expansion.mx/economia/2024/02/28/indrive-money-tarjeta-de-credito,28/02/2024
Expansion,SAT duplicar recaudación fiscalizar operación comercio exterior,"primero cinco año gobierno , autoridad fiscal haber poner ojo operación internar enviar mercancía extranjero . haber error derivar crédito millonario .",Economia,https://expansion.mx/economia/2024/02/28/sat-fiscalizacion-comercio-exterior,28/02/2024
Expansion,arancel acero presionar más EU México,"guerra arancel acero , Estados Unidos tener perder , declarar Raquel Buenrostro , secretaria Economía .",Economia,https://expansion.mx/economia/2024/02/27/aranceles-acero-estados-unidos-mexico,28/02/2024
Expansion,"tema energético Estados Unidos ya resolver , asegurar Raquel Buenrostro",titular Economía explicar tema haber diferencia materia energético -electricidad hidrocarburos- México eu quedar resuelto .,Economia,https://expansion.mx/economia/2024/02/27/mexico-eu-resolvieron-conflicto-energetico-buenrostro,28/02/2024
Expansion,Banco Bienestar superar meta llegar 3.149 sucursal,dependencia informar 2.750 sucursal ser construir exclusivamente Secretaría Defensa ( Sedena ) .,Economia,https://expansion.mx/economia/2024/02/27/cuantas-sucursales-tiene-banco-bienestar,27/02/2024
Expansion,cet 28 día dar descontado recorte Banxico,Cetes corto plazo mantener segundo semana consecutivo tasa 11% Cetes dos año bajar nivel más bajo enero .,Economia,https://expansion.mx/economia/2024/02/27/cetes-corto-plazo-mantienen-rendimiento-recorte-tasa-banxico,27/02/2024
Expansion,OCDE ver oportunidad recaudar más impuesto México,"acuerdo Estudio Económico México , recaudación impuesto representar apenas 16.7% producto interno bruto ( PIB ) , mitad promedio país OCDE .",Economia,https://expansion.mx/economia/2024/02/27/la-ocde-ve-oportunidad-para-recaudar-mas-impuestos-en-mexico,27/02/2024
Expansion,¿ ser Luis Niño Rivera ? fundador Banco Azteca,"banquero haber anunciar retiro Banco Azteca 20 año servicio , ser también juventud clavadista olímpico .",Economia,https://expansion.mx/economia/2024/02/27/quien-es-luis-nino-de-rivera-banco-azteca,27/02/2024
Expansion,exportación mexicano caer enero,"primero mes 2024 , venta México extranjero registrar disminución 1.5% tasa anual .",Economia,https://expansion.mx/economia/2024/02/27/mexico-balanza-comercial-importaciones-exportaciones-inegi,27/02/2024
Expansion,alto tasa interés presionar Sofomes Sofipos,"no obtener financiamiento manera banca , temporada alto tasa haber repercutir fondeo institución financiero no bancario ( IFNB ) .",Economia,https://expansion.mx/economia/2024/02/27/las-altas-tasas-de-interes-presionan-a-sofomes-y-sofipos,27/02/2024
Expansion,STPS revisar haber denegación derecho trabajador RV Fresh Foods,"Secretaría Trabajo Previsión Social ( STPS ) verificar negar derecho libertad asociación negociación colectivo compañía ubicado Uruapan , Michoacán .",Economia,https://expansion.mx/economia/2024/02/26/stps-revisara-si-hay-denegacion-de-derechos-a-trabajadores-de-rv-fresh-foods,27/02/2024
Expansion,"Luis Niño Rivera renunciar Banco Azteca , ya tener nuevo director",presidente miembro Consejo Administración Banco Azteca presentar renuncia ahora Alejandro Valenzuela ocupar puesto ; banco ser dirigir Francisco Rodríguez .,Economia,https://expansion.mx/economia/2024/02/26/luis-nino-de-rivera-renuncia-a-banco-azteca-y-el-banco-tiene-nuevo-director,27/02/2024
Expansion,"banco digital , ¿ diferencia tener cuenta vs . tradicional ?",banco estar apostar cuenta digital ser límite depósito reto tener adopción masificación .,Economia,https://expansion.mx/economia/2024/02/26/limite-deposito-al-dia-segun-nivel-cuenta-bancaria,26/02/2024
Expansion,no más cobrar impuesto : SAT triplico embargo mercancía ilegal,"SAT realizar operativo carretera , visita domiciliario estado República empresa sector , entro operativo .",Economia,https://expansion.mx/economia/2024/02/26/no-nada-mas-cobra-impuestos-sat-triplica-el-embargo-de-mercancia-ilegal,26/02/2024
Expansion,Citibanamex prever desaceleración remesa 2024,institución bancario advertir año desaceleración empleo posible recesión economía estadounidense ser causante menor ritmo crecimiento .,Economia,https://expansion.mx/economia/2024/02/26/remesas-mexico-reduciran-ritmo-2024-citibanamex,26/02/2024
Expansion,OMC pedir reformar sistema comercial multilateral,"13ª conferencia ministerial OMC ( MC13 ) , desarrollar jueves Abu Dabi , capital Emiratos Árabes Unidos , ser primero dos año .",Economia,https://expansion.mx/economia/2024/02/26/omc-pide-reformar-sistema-comercial-multilateral,26/02/2024
Expansion,tasa desocupación descender 2.7% cuatro trimestre 2023,"número persona ser mejor último tres mes año , población ocupado llegar 59.4 millón .",Economia,https://expansion.mx/economia/2024/02/26/inegi-enoe-empleo-desocupacion-informalidad,26/02/2024
Expansion,Gobierno nacionalizar Exportadora Sal,"compra inversión ser 1.500 millón pesos , quedar 100% mano mexicano , participación 25% Servicio Geológico Mexicano 75% Fideicomiso Fomento Minero .",Economia,https://expansion.mx/economia/2024/02/24/nacionalizacion-exportadora-de-sal,25/02/2024
Expansion,pagarás impuesto IEPS litro gasolina,"cuota IEPS gasolina Premium Magna ser 5.21 pesos litro , semana 24 febrero 1 marzo .",Economia,https://expansion.mx/economia/2024/02/23/la-gasolina-premium-va-por-su-novena-semana-sin-subsidio,23/02/2024
Expansion,WhatsApp vence NSO Group tener acceso código Pegasus,"jueza Estados Unidos ordenar empresa israelí dar acceso WhatsApp software , luego haber espiar 1.400 usuario dos semana .",Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/03/04/whatsapp-gana-nso-group-acceso-a-pegasus,04/03/2024
Expansion,UE golpear 1.950 mdd Apple abusar mercado música streaming,"acuerdo Comisión Europea , Apple prohíbir desarrollador informar servicio alternativo más barato fuera App Store .",Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/03/04/ue-multa-apple-abusar-mercado-musica-streaming,04/03/2024
Expansion,TREBEL Music triunfar premio Google Play Best Of,"Best App , Daily Essentials User’s Choice , ser tres categoría reconocer aplicación música",Ciencia y tecnologia,https://expansion.mx/tendencias/2024/03/03/trebel-music-triunfa-en-google-play-best-of,04/03/2024
Expansion,Amazon México querer llevar corazón editorial e-commerce,"empresa tecnología tener nuevo gerente general país , Pedro Huerta , tener experiencia industria libro , también dispositivo inteligente .",Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/03/01/amazon-mexico-quiere-llevar-su-corazon-editorial-al-e-commerce,01/03/2024
Expansion,Microsoft vender Toys for Bob volver ser estudio independiente,estudio afirmar ser oportunidad regresar raíz ser empresa “ pequeño ágil ” .,Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/02/29/microsoft-vende-toys-for-bob-para-volver-a-ser-un-estudio-independiente,29/02/2024
Expansion,lavadora IA cuestionar forma lavar,tecnología Bespoke AI Laundry estar enfocado hacer más eficiente uso detergente agua .,Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/02/29/esta-lavadora-ia-samsung-te-dira-si-lavas-bien-tu-ropa,29/02/2024
Expansion,PS Plus : ser juegos gratis llegar marzo 2024,PlayStation dar conocer juego gratuito llegar PS Plus marzo 2024 . decir ser partir estar disponible .,Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/02/29/juegos-gratis-ps-plus-marzo-2024,29/02/2024
Expansion,"no actualizar Max , dejar paso paso","caso no haber notar cambio necesites hacer migración manera manual , explicar hacer él .",Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/02/28/como-cambiar-hbo-max-a-max,28/02/2024
Expansion,"adiós , Apple Car ; holar IA generativo","empresa Cupertino cancelar Proyecto Titán , enfocar desarrollo vehículo eléctrico .",Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/02/28/apple-cancela-proyecto-auto-electrico,28/02/2024
Expansion,ya podrás clonar personalidad IA Generativa,"Rili.ai ser aplicación permitir usuario tener réplica , ya ser través clon laboral asunto personal .",Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/02/28/clones-con-inteligencia-artificial-ya-son-una-realidad,28/02/2024
Expansion,Huawei querer estadio Mundial 2026 tener red 5.5 G,compañía asegurar tener capacidad desplegar tecnología generar conexión más rápido recinto concurrido .,Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/02/28/huawei-quiere-que-los-estadios-del-mundial-2026-tengan-red-5-5g,28/02/2024
Expansion,Hackean Sedena Portal empleo ; vender dato usuario,dato 12 millón mexicano ver afectado vulneración portal empleo.gob.mx .,Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/02/27/hackean-sedena-portal-del-empleo,27/02/2024
Expansion,¿ ser malo dejar laptop conectar tiempo luz ?,"lapto ser herramienta uso . embargo , persona tender dejarla conectado tiempo . decir afectar ordenador .",Ciencia y tecnologia,https://expansion.mx/tecnologia/2024/02/27/es-malo-dejar-mi-laptop-conectada-todo-el-tiempo,27/02/2024
